Receiver,FISHID,x_plane,y_plane,Total.Length,Sex,Year,Month,Month.NUM,Day.of.month,Time,Year.3,Date,Day.of.year,Time.Hr,Hour.of.year,Day,location,Rec_Group,water_feature_type 
109383,1582,389999,5791470,470,m,2011,January,1,10,1,2011,10/01/2011,10,4,40,40553,Head of Foster Creek,Foster Creek to Hugh Allan,Alluvial valley
109386,1656,398223,5774034,515,f,2011,January,1,10,1,2011,10/01/2011,10,4,40,40553,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,4,40,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,4,40,40553,Gold Creek,Bush Arm,delta
109393,1770,392356,5792694,562,f,2011,January,1,10,1,2011,10/01/2011,10,4,40,40553,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109383,1582,389999,5791470,470,m,2011,January,1,10,1,2011,10/01/2011,10,5,50,40553,Head of Foster Creek,Foster Creek to Hugh Allan,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,5,50,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,5,50,40553,Gold Creek,Bush Arm,delta
109393,1770,392356,5792694,562,f,2011,January,1,10,1,2011,10/01/2011,10,5,50,40553,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109383,1582,389999,5791470,470,m,2011,January,1,10,1,2011,10/01/2011,10,6,60,40553,Head of Foster Creek,Foster Creek to Hugh Allan,Alluvial valley
109770,1740,436924,5756670,660,m,2011,January,1,10,1,2011,10/01/2011,10,6,60,40553,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,6,60,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,6,60,40553,Gold Creek,Bush Arm,delta
109393,1770,392356,5792694,562,f,2011,January,1,10,1,2011,10/01/2011,10,6,60,40553,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109386,1656,398223,5774034,515,f,2011,January,1,10,1,2011,10/01/2011,10,7,70,40553,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,7,70,40553,Gold Creek,Bush Arm,delta
109393,1770,392356,5792694,562,f,2011,January,1,10,1,2011,10/01/2011,10,7,70,40553,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109378,1622,400596,5781042,537,f,2011,January,1,10,1,2011,10/01/2011,10,8,80,40553,West Islands (replaced with 105468),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,8,80,40553,Gold Creek,Bush Arm,delta
109393,1770,392356,5792694,562,f,2011,January,1,10,1,2011,10/01/2011,10,8,80,40553,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109378,1622,400596,5781042,537,f,2011,January,1,10,1,2011,10/01/2011,10,9,90,40553,West Islands (replaced with 105468),Confluence,Reservoir
109375,1694,400016,5786507,550,f,2011,January,1,10,1,2011,10/01/2011,10,9,90,40553,Harvey Creek,Confluence,delta
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,9,90,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,9,90,40553,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,10,1,2011,10/01/2011,10,10,100,40553,South outer forebay,Confluence,Reservoir
109378,1782,400596,5781042,687,m,2011,January,1,10,1,2011,10/01/2011,10,10,100,40553,West Islands (replaced with 105468),Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,11,110,40553,Gold Creek,Bush Arm,delta
109378,1782,400596,5781042,687,m,2011,January,1,10,1,2011,10/01/2011,10,11,110,40553,West Islands (replaced with 105468),Confluence,Reservoir
109378,1622,400596,5781042,537,f,2011,January,1,10,1,2011,10/01/2011,10,12,120,40553,West Islands (replaced with 105468),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,12,120,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,12,120,40553,Gold Creek,Bush Arm,delta
109378,1622,400596,5781042,537,f,2011,January,1,10,1,2011,10/01/2011,10,13,130,40553,West Islands (replaced with 105468),Confluence,Reservoir
109379,1704,396221,5775179,741,f,2011,January,1,10,1,2011,10/01/2011,10,13,130,40553,North outer confluence,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,13,130,40553,Gold Creek,Bush Arm,delta
109379,1704,396221,5775179,741,f,2011,January,1,10,1,2011,10/01/2011,10,14,140,40553,North outer confluence,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,14,140,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,14,140,40553,Gold Creek,Bush Arm,delta
109386,1944,398223,5774034,620,f,2011,January,1,10,1,2011,10/01/2011,10,14,140,40553,South outer forebay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,15,150,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,16,160,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,17,170,40553,Gold Creek,Bush Arm,delta
109390,1604,403809,5773798,590,f,2011,January,1,10,1,2011,10/01/2011,10,18,180,40553,Welsh Bay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,18,180,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,19,190,40553,Gold Creek,Bush Arm,delta
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,20,200,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,20,200,40553,Gold Creek,Bush Arm,delta
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,21,210,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,21,210,40553,Gold Creek,Bush Arm,delta
109374,1692,405691,5772105,595,f,2011,January,1,10,1,2011,10/01/2011,10,22,220,40553,NE Red rock harbour,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,22,220,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,22,220,40553,Gold Creek,Bush Arm,delta
109386,1970,398223,5774034,555,f,2011,January,1,10,1,2011,10/01/2011,10,22,220,40553,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,23,230,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,23,230,40553,Gold Creek,Bush Arm,delta
109369,1604,401855,5772877,590,f,2011,January,1,10,1,2011,10/01/2011,10,24,240,40553,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,10,1,2011,10/01/2011,10,24,240,40553,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,10,1,2011,10/01/2011,10,24,240,40553,Gold Creek,Bush Arm,delta
109393,1770,392356,5792694,562,f,2011,January,1,10,1,2011,10/01/2011,10,24,240,40553,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,1,11,40554,Red rock (middle),Confluence,Reservoir
109378,1622,400596,5781042,537,f,2011,January,1,11,1,2011,11/01/2011,11,1,11,40554,West Islands (replaced with 105468),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,1,11,40554,Gold Creek,Bush Arm,delta
107330,1744,458167,5729177,696,m,2011,January,1,11,1,2011,11/01/2011,11,1,11,40554,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,1,11,40554,Gold Creek,Bush Arm,delta
109381,1942,408271,5770832,680,f,2011,January,1,11,1,2011,11/01/2011,11,1,11,40554,Yellow Creek,Confluence,delta
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,2,22,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,2,22,40554,Gold Creek,Bush Arm,delta
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,3,33,40554,Gold Creek,Bush Arm,delta
107330,1744,458167,5729177,696,m,2011,January,1,11,1,2011,11/01/2011,11,3,33,40554,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,4,44,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,4,44,40554,Gold Creek,Bush Arm,delta
109390,1806,403809,5773798,595,f,2011,January,1,11,1,2011,11/01/2011,11,4,44,40554,Welsh Bay,Confluence,Reservoir
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,5,55,40554,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,5,55,40554,Gold Creek,Bush Arm,delta
109373,1928,429210,5756967,635,m,2011,January,1,11,1,2011,11/01/2011,11,5,55,40554,Kinbasket Lake,Columbia Reach Narrows to Kinbasket,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,6,66,40554,Red rock (middle),Confluence,Reservoir
109768,1688,397202,5774610,645,f,2011,January,1,11,1,2011,11/01/2011,11,6,66,40554,Centre outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,6,66,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,6,66,40554,Gold Creek,Bush Arm,delta
109393,1582,392356,5792694,470,m,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109768,1688,397202,5774610,645,f,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,Centre outer forebay,Confluence,Reservoir
109386,1720,398223,5774034,691,f,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,Gold Creek,Bush Arm,delta
109372,1806,403287,5772706,595,f,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,SE Red rock,Confluence,Reservoir
109374,1966,405691,5772105,804,m,2011,January,1,11,1,2011,11/01/2011,11,7,77,40554,NE Red rock harbour,Confluence,Reservoir
109393,1582,392356,5792694,470,m,2011,January,1,11,1,2011,11/01/2011,11,8,88,40554,Mouth of Foster Creek,Foster Creek to Hugh Allan,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,8,88,40554,Red rock (middle),Confluence,Reservoir
109768,1688,397202,5774610,645,f,2011,January,1,11,1,2011,11/01/2011,11,8,88,40554,Centre outer forebay,Confluence,Reservoir
109386,1720,398223,5774034,691,f,2011,January,1,11,1,2011,11/01/2011,11,8,88,40554,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,8,88,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,8,88,40554,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,9,99,40554,Red rock (middle),Confluence,Reservoir
109378,1622,400596,5781042,537,f,2011,January,1,11,1,2011,11/01/2011,11,9,99,40554,West Islands (replaced with 105468),Confluence,Reservoir
109386,1720,398223,5774034,691,f,2011,January,1,11,1,2011,11/01/2011,11,9,99,40554,South outer forebay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,9,99,40554,Gold Creek,Bush Arm,delta
109372,1806,403287,5772706,595,f,2011,January,1,11,1,2011,11/01/2011,11,9,99,40554,SE Red rock,Confluence,Reservoir
109374,1966,405691,5772105,804,m,2011,January,1,11,1,2011,11/01/2011,11,9,99,40554,NE Red rock harbour,Confluence,Reservoir
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,10,110,40554,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,10,110,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,10,110,40554,Gold Creek,Bush Arm,delta
109391,1596,401896,5781275,740,f,2011,January,1,11,1,2011,11/01/2011,11,11,121,40554,Molson Creek (replaced),Confluence,Reservoir
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,11,121,40554,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,11,121,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,11,121,40554,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,12,132,40554,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,12,132,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,12,132,40554,Gold Creek,Bush Arm,delta
109386,1944,398223,5774034,620,f,2011,January,1,11,1,2011,11/01/2011,11,12,132,40554,South outer forebay,Confluence,Reservoir
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,13,143,40554,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,13,143,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,13,143,40554,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,14,154,40554,Red rock (middle),Confluence,Reservoir
109386,1720,398223,5774034,691,f,2011,January,1,11,1,2011,11/01/2011,11,14,154,40554,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,14,154,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,14,154,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,15,165,40554,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,16,176,40554,Red rock (middle),Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,16,176,40554,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,17,187,40554,Red rock (middle),Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,17,187,40554,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,11,1,2011,11/01/2011,11,18,198,40554,Red rock (middle),Confluence,Reservoir
109369,1702,401855,5772877,712,f,2011,January,1,11,1,2011,11/01/2011,11,18,198,40554,Red rock (middle),Confluence,Reservoir
109768,1944,397202,5774610,620,f,2011,January,1,11,1,2011,11/01/2011,11,19,209,40554,Centre outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,20,220,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,20,220,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,21,231,40554,Gold Creek,Bush Arm,delta
109370,1942,404815,5778642,680,f,2011,January,1,11,1,2011,11/01/2011,11,21,231,40554,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,11,1,2011,11/01/2011,11,22,242,40554,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,22,242,40554,Gold Creek,Bush Arm,delta
107330,1758,458167,5729177,826,m,2011,January,1,11,1,2011,11/01/2011,11,22,242,40554,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,23,253,40554,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,11,1,2011,11/01/2011,11,24,264,40554,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,11,1,2011,11/01/2011,11,24,264,40554,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,11,1,2011,11/01/2011,11,24,264,40554,Gold Creek,Bush Arm,delta
109390,1806,403809,5773798,595,f,2011,January,1,11,1,2011,11/01/2011,11,24,264,40554,Welsh Bay,Confluence,Reservoir
109372,1612,403287,5772706,606,f,2011,January,1,12,1,2011,12/01/2011,12,1,12,40555,SE Red rock,Confluence,Reservoir
109374,1662,405691,5772105,786,f,2011,January,1,12,1,2011,12/01/2011,12,1,12,40555,NE Red rock harbour,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,1,12,40555,Gold Creek,Bush Arm,delta
109374,1662,405691,5772105,786,f,2011,January,1,12,1,2011,12/01/2011,12,2,24,40555,NE Red rock harbour,Confluence,Reservoir
109390,1710,403809,5773798,656,f,2011,January,1,12,1,2011,12/01/2011,12,2,24,40555,Welsh Bay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,12,1,2011,12/01/2011,12,3,36,40555,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109372,1612,403287,5772706,606,f,2011,January,1,12,1,2011,12/01/2011,12,4,48,40555,SE Red rock,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,12,1,2011,12/01/2011,12,4,48,40555,Gold Creek,Bush Arm,delta
109391,1650,401896,5781275,640,f,2011,January,1,12,1,2011,12/01/2011,12,5,60,40555,Molson Creek (replaced),Confluence,Reservoir
109372,1612,403287,5772706,606,f,2011,January,1,12,1,2011,12/01/2011,12,6,72,40555,SE Red rock,Confluence,Reservoir
109390,1706,403809,5773798,689,m?,2011,January,1,12,1,2011,12/01/2011,12,6,72,40555,Welsh Bay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,7,84,40555,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,9,108,40555,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,10,120,40555,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,11,132,40555,Gold Creek,Bush Arm,delta
109770,1740,436924,5756670,660,m,2011,January,1,12,1,2011,12/01/2011,12,12,144,40555,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,12,144,40555,Gold Creek,Bush Arm,delta
109770,1740,436924,5756670,660,m,2011,January,1,12,1,2011,12/01/2011,12,13,156,40555,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,13,156,40555,Gold Creek,Bush Arm,delta
109390,1800,403809,5773798,701,m,2011,January,1,12,1,2011,12/01/2011,12,13,156,40555,Welsh Bay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,12,1,2011,12/01/2011,12,14,168,40555,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,14,168,40555,Gold Creek,Bush Arm,delta
107325,1744,456148,5730006,696,m,2011,January,1,12,1,2011,12/01/2011,12,16,192,40555,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,16,192,40555,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,17,204,40555,Gold Creek,Bush Arm,delta
107332,1590,421817,5761118,755,m,2011,January,1,12,1,2011,12/01/2011,12,18,216,40555,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109369,1698,401855,5772877,635,m,2011,January,1,12,1,2011,12/01/2011,12,18,216,40555,Red rock (middle),Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,18,216,40555,Gold Creek,Bush Arm,delta
109386,1688,398223,5774034,645,f,2011,January,1,12,1,2011,12/01/2011,12,19,228,40555,South outer forebay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,19,228,40555,Gold Creek,Bush Arm,delta
107330,1758,458167,5729177,826,m,2011,January,1,12,1,2011,12/01/2011,12,19,228,40555,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,20,240,40555,Gold Creek,Bush Arm,delta
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,21,252,40555,Gold Creek,Bush Arm,delta
109390,1702,403809,5773798,712,f,2011,January,1,12,1,2011,12/01/2011,12,22,264,40555,Welsh Bay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,12,1,2011,12/01/2011,12,22,264,40555,Gold Creek,Bush Arm,delta
109390,1970,403809,5773798,555,f,2011,January,1,12,1,2011,12/01/2011,12,22,264,40555,Welsh Bay,Confluence,Reservoir
109374,1692,405691,5772105,595,f,2011,January,1,12,1,2011,12/01/2011,12,24,288,40555,NE Red rock harbour,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,12,1,2011,12/01/2011,12,24,288,40555,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,2,26,40556,Gold Creek,Bush Arm,delta
109370,1728,404815,5778642,552,m,2011,January,1,13,1,2011,13/01/2011,13,3,39,40556,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,3,39,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,3,39,40556,Gold Creek,Bush Arm,delta
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,4,52,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,4,52,40556,Gold Creek,Bush Arm,delta
109370,1690,404815,5778642,529,m?,2011,January,1,13,1,2011,13/01/2011,13,5,65,40556,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,5,65,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,5,65,40556,Gold Creek,Bush Arm,delta
109378,1806,400596,5781042,595,f,2011,January,1,13,1,2011,13/01/2011,13,5,65,40556,West Islands (replaced with 105468),Confluence,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,13,1,2011,13/01/2011,13,6,78,40556,South outer forebay,Confluence,Reservoir
109390,1698,403809,5773798,635,m,2011,January,1,13,1,2011,13/01/2011,13,6,78,40556,Welsh Bay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,6,78,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,6,78,40556,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,13,1,2011,13/01/2011,13,7,91,40556,South outer forebay,Confluence,Reservoir
109370,1728,404815,5778642,552,m,2011,January,1,13,1,2011,13/01/2011,13,7,91,40556,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,7,91,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,7,91,40556,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,13,1,2011,13/01/2011,13,8,104,40556,South outer forebay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,8,104,40556,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,13,1,2011,13/01/2011,13,9,117,40556,South outer forebay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,9,117,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,9,117,40556,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,13,1,2011,13/01/2011,13,10,130,40556,South outer forebay,Confluence,Reservoir
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,10,130,40556,Gold Creek,Bush Arm,delta
109386,1656,398223,5774034,515,f,2011,January,1,13,1,2011,13/01/2011,13,11,143,40556,South outer forebay,Confluence,Reservoir
109369,1720,401855,5772877,691,f,2011,January,1,13,1,2011,13/01/2011,13,11,143,40556,Red rock (middle),Confluence,Reservoir
109370,1728,404815,5778642,552,m,2011,January,1,13,1,2011,13/01/2011,13,11,143,40556,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,13,1,2011,13/01/2011,13,11,143,40556,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1758,456148,5730006,826,m,2011,January,1,13,1,2011,13/01/2011,13,11,143,40556,Gold Creek,Bush Arm,delta
109768,1808,397202,5774610,578,f,2011,January,1,13,1,2011,13/01/2011,13,11,143,40556,Centre outer forebay,Confluence,Reservoir
109369,1720,401855,5772877,691,f,2011,January,1,13,1,2011,13/01/2011,13,12,156,40556,Red rock (middle),Confluence,Reservoir
